ISG15
H2AFB1///H2AFB2///H2AFB3
ARSE
PIGA
BEND2
ACOT9
MIR221
ZNF182
HSD17B10
TEX13A
TSC22D3
SLC25A5-AS1
DCAF12L2
MAGEA1
RPS4Y2
TTTY10
C2.1
PSMB9.1
RPS18P9///RPS18.1
TNXB///TNXA.2
TAP2.1
TAP1.1
C2.2
PSMB9.2
RPS18P9///RPS18.2
TNXB///TNXA.3
TAP2.2
TAP1.2
RPL31
